Company Name,Ticker,Net Income ,Intangibles,Inventory ,Receivables ,Asset Utilization,Inventory Turnover,Turnover,Operating Margin 12 Mo,Net Margin,Price/Sales,Current Assets ,Current Liabilities ,Pretax Income ,EBIT ,EBITDA ,Cost of Goods Sold,Annual Sales,Book Value,Common Equity,Preferred Equity,Long Term Debt ,Price/Book,Price/Cash Flow,PEG Ratio,% Rating Change - 4 Weeks,Current Avg Broker Rec,% Rating Strong Buy or Buy,% Rating Strong Sell or Sell,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,% Rating Hold,% Rating Upgrades ,% Change LT Growth Est. (4 weeks),% Change F1 Est. (4 weeks),P/E (F2),P/E (F1),P/E (Trailing 12 Months),Q(1) Consensus Sales Est. (Mil.),F(1) Consensus Sales Est. (Mil.),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),% Change Q0 Est. (4 weeks),% Change F2 Est. (4 weeks),% Rating Downgrades ,Beta,Market Value/# Analysts,ROA (5 Yr Avg),Current ROA (TTM),ROI (5 Yr Avg),Current ROI (TTM),Current ROE (TTM),5 Yr. Hist. EPS Growth,Long-Term Growth Consensus Est.,Relative Price Change,% Price Change (YTD),% Price Change (12 Weeks),52 Week Low,Q1 Consensus Est. ,Last Close,52 Week High,Price as a % of 52 Wk H-L Range,% Price Change (1 Week),% Price Change (4 Weeks),% Change EPS (F(-1)/F(-2)),Last Yrs Growth (F[0] / F [-1]),This Yr`s Est.d Growth (F(1)/F(0)),F2 Consensus Est.,Dividend ,Div. Yield %,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),St. Dev. F1 / F1 Consensus,F1 Consensus Est.,F0 Consensus Est.,% Ratio of Q1/Q0,% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,Cash Flow ,Exchange,
NEWPORT CORP,NEWP,15.6,146.13999,103.37999,96.37999,.9938,3.1224,6.1395,7.05,.03,1.17,301.20999,102.93,21.43,27.92,58.38999,322.33999,560.05,8.62,328.36999,0,83.63999,2.03,10.4,,0,1.25,100,0,16,3,0,0,0,,-3.74,15,19.41,15.6,151.85699,611.89501,10.8,-5.93,0,.43,0,2.52,348.15087,5.9253,7.99,8.49349,9.75,13.77,23.1,,-8.29,-3.32,-4.06,14.42,.22,17.47,21.55,42.78,1.22,-8.82,127.1,-19.82,1.12,1.16,0,0,,0,122.23783,127.1,117.44576,.01571,.9,.83,76.79,82.69,-5.17,-12.25,.2,.03,.28,.08,65.76799,NSDQ,
NEWSTAR FIN INC,NEWS,24.59,0,14.82999,2274.09008,.05978,0,.07434,16.31,.17,3.75,2500.23999,74.87,41.15,41.15,34.18999,0,141.2,12.79,616.21002,0,1744.53002,.88,31.77,,0,3,0,0,142,36,0,100,0,,0,21.75,23.08,24.59,,,-1.93,4.19,0,0,0,1.72,277.19113,.39811,.98,.42827,1.06,3.93,19.03,,-38.96,-36.35,6.7,10.6,.12,11.31,18.8,8.66,-10.59,-20.63,2.47,2.22,6.52,.52,0,0,,0,,2.47,2.58657,.05772,.49,.49,,109.09,0,0,.13,.12,.13,0,17.329,NSDQ,
NEWTEK BUS SVCS,NEWT,7.51999,13.32999,0,25.2,.79685,,5.62349,5.13,.05,.62,169.55,121.59999,11.06,16.92,20.2,77.08,143.59,2.21,77,0,0,1.11,8.02,,,,,,,,,,,,,,,12.25,,,7.83,9.5,,,,.49,,2.39039,4.09,5.46789,9.88,9.88,71.63,,-25,-21.97,-5.77,2.1,,2.45,3.36,27.78,-3.92,-10.26,28.92,33.33,,,0,0,,0,,28.92,33.33333,,,,,,,,.05,,,,10.80799,NSDQ,
NORTHFIELD BNCP,NFBK,19.13999,16.14999,.46999,1471.56994,.03718,4.12519,.06948,20.58,.19,6.8,1539.28002,1690.89001,29.87999,40.31999,46.34,6.5,102.63,12.25,716.09997,0,289.32,1.04,29.42,,0,2,66.67,0,205,15,0,33.33,0,,0,30.43,33.34,32.77,21.32799,85.19899,2.75,2.5,0,0,0,.49,228.14428,.67109,.77,2.15549,2.08,2.94,12.27,,-7.45,-3.18,-.7,11.72,.09,12.78,13.48,60.23,-1.84,-3.11,27.67,17.24,12.74,.42,.23999,1.88,16.26899,1.59,23.30078,27.67,19.40111,.03984,.38,.32,84.85,103.7,0,0,.09,.06,.1,.1,25.16699,NSDQ,
NETFLIX INC,NFLX,112.4,2091.07006,0,0,.86243,,,4.18,.03,5.21,3058.76,2154.19995,171.07,203.21,2444.88989,3083.25,4374.56,26.85,1333.56005,0,500,15.84,10.64,4.51,1.24,2.22,55.56,14.81,120,12,0,29.63,0,0,-5.68,61.23,108.7,128.13,1404.40905,5505.23681,27.13,21.2,0,-.22,0,.95,1342.2041,10.887,3.6,22.26199,9.7,14.53,-11.9,24.08,9.92,15.54,32.25,243.76,.91,425.4,473.1,79.2,0,-9.94,328.26,627.59,85.48,6.95,0,0,,0,566.81274,328.26,555.39361,.07665,3.91,1.74,79.42,175.64,-13.13,-11.76,1.14,.03,.96,.22,2370.06005,NSDQ,
NATIONAL GNL HL,NGHC,42.29999,156.91,0,1409.33996,,,,,.05,,1483.16003,1927.45996,52.25,54.29,79.69,597.01,931.86,9.17,642.85998,0,81.13999,1.91,17.48,1.11,0,1.67,66.67,0,203,10,0,33.33,0,0,.96,11.79,16.72,,412.33999,1634.59497,,15.3,2.04,1.71,0,,819.5603,,,,,,,15,,,25.52,13.58,.26,17.56,19.06,72.63,-4.77,-3.52,,41.3,61.54,1.49,.00999,.23,,,,,29.35779,.09428,1.05,,,,-11.77,10.64,.25,.27,.22,.09,72.13899,NSDQ,
NGP CAP RSRCS,NGPC,3.86999,0,0,2.85999,.09346,,11.02099,43.52,.14,4.52,35.25,51.06999,12.65999,15.85,15.85,0,27.91,8.73,188.55,0,53,.71,10.04,,0,3,0,0,142,33,0,100,0,,0,12.92,14.33,10.62,,24,.32,19.44,0,0,0,.85,42.09128,4.1303,4.07,4.65509,4.91,6.55,2.99,,-20.54,-17.54,3.36,5.95,.11,6.16,7.78,11.48,-6.38,-5.67,-7.88,10.91,-29.51,.48,.63999,10.39,-1.79541,8.66,,-7.88,-77.69453,.10657,.43,.64,,43.59,0,0,.11,.13,.12,.17,12.576,NSDQ,
NICE SYSTEM-ADR,NICE,55.27,878.05999,13.43999,189.32,.5759,25.87999,5.73299,14,.06,2.42,460.60998,384.19,83.68,83.68,175.16,364.94,949.28,20.11,1204.79003,0,0,1.95,10.34,1.63,15.38,1.57,85.71,14.29,100,1,0,0,0,0,0,14.71,16.7,18.55,245.046,1005.62597,12.05,7.99,0,0,0,1.2,780.12542,7.12699,7.83,9.7299,11.08,10.75,15.56,10.27,-7.58,-4.44,3.65,36.97,.54,39.14,45.68,24.91,-4,-4.63,-44.29,5.24,6.03,2.66,.40799,1.38,,.21,-31.70964,-44.29,-18.5889,.02016,2.34,2.24,115.6,102.52,0,0,.5,.02,.85,.05,228.645,NSDQ,
NII HLDGS-CL B,NIHD,-1649.58997,993.65997,342.57998,522.55999,.50818,6.60069,7.7813,-37.38,-.35,.03,3748.17993,2286.59008,-1163.35999,-624.21003,116.16,2383.94995,4772.6,-.05,355.38,0,5696.62988,,,,0,3.63,12.5,50,159,21,0,37.5,0,0,-2.16,,,,829.5,4191.27978,3.94,-21.59,-3.02,-7.51,0,.84,14.65034,-1.00461,-19,-1.23381,-25.49,-213.62,-23.93,20,-76.14,-75.27,-4.24,.44,-2.38,.68,7.45,3.35,-3.22,11.48,-84.35,-257.14,-2.55,-7.3,0,0,,0,,-84.35,-115.56505,-.27595,-8.2,-6.91,,144.44,-15.18,.97,-2.39,-.15,-2.76,-.16,-633.72999,NSDQ,
BLUE NILE INC,NILE,10.86999,.14,34.52999,3.51999,3.58949,11.23999,122.25499,2.19,.02,.68,156.6,133.39999,14.56,14.56,17.7,366.35,450.01,2.14,40.59999,0,.56999,11.96,25.32,1.37,-6.88,2.38,37.5,12.5,120,16,.25,50,0,0,-.22,24.44,29.21,32.74,109.8,490.42001,10.31,12.49,-1.2,-1.81,0,1.22,44.19514,10.53699,7.88,36.89799,36.17,36.94,-3.8,21.25,-47.65,-45.76,-14.3,25.54,.16,25.54,48.03,0,-3.98,-11.6,22.62,22.22,13.54,1.04,0,0,,0,,22.62,29.55899,.02545,.87,.89,,93.14,-.05,-1.04,.19,.05,.44,.03,12.91499,NSDQ,
NATL BNKSHRS VA,NKSH,17.79,8.28999,1.26999,593.40997,.04911,5.83809,.09194,32.57,.32,3.73,706.76,960.11999,23.1,23.1,25.06999,5.94999,54.96,22.08,145.88999,0,0,1.32,10.23,,,,,,,,,,,,,,,11.49,,,-1.46,-4.26,,,,.88,,1.59679,1.6,12.18299,11.88,11.88,5.12,,-24.4,-21.17,-11.1,29.08,,29.08,38.48,0,-3.64,-8.44,.13,0,,,1.12,3.78,7.4692,3.38,2.53222,.13,.28185,,,,,,,,.61,,,,19.76,NSDQ,
NEKTAR THERAP,NKTR,-162.01,76.5,13.44999,2.22,.33932,2.2464,39.75099,-105.12,-1.09,10.69,257.88,98.22,-159.76,-119,-104.73001,38.5,148.92,-.08,-89.90001,0,133.03999,,,,4.27,1.56,77.78,11.11,10,96,0,11.11,0,0,3.57,,,,121.84799,198.542,6.06,83.42,0,-255.21,0,1.4,214.40971,-22.45401,-35.67,-64.951,-178.34,,,33.06,-11.01,4.14,8.64,8.96,.4,11.82,14.96,47.67,7.36,-10.79,26.58,6.04,55.92,-.1,0,0,,0,17.82024,26.58,5.72593,-.17091,-.62,-1.14,-155.13,-288.09,25,-9.7,-.38,.21,-.28,-.65,-147.743,NSDQ,
NEWLINK GENETIC,NLNK,-31.18001,0,0,1.32,.0155,,1.25,-2887.29,-28.53,517.34,63.97,3.86999,-31.05,-31.02001,-30.13,0,1.09,2.86,58.31999,0,1.01999,7.29,,,0,1.5,75,0,12,116,0,25,0,,0,,,,.3,1.192,-26.95,-35.21,0,0,0,-.6,145.50227,-96.504,-44.78,,-53.24,-54.17,,,-7.87,-5.13,-3.87,15.78,-.47,20.88,50.4,14.73,-7.12,-25.05,-23.82,-9.82,-41.06,-2.19,0,0,,0,,-23.82,-33.70498,-.1291,-1.74,-1.3,,166.07,0,0,-.42,-.15,-.51,-.22,-30.29001,NSDQ,
NETLIST INC,NLST,-10.76001,0,2.61999,4.86,1.21659,5.3589,7.2764,-39.92,-.47,2.08,16.11,5.46,-10.75,-9.82,-7.98001,19.94,23.05,.4,7.01,0,5.09,3.02,,,50,1,100,0,53,2,-1,0,0,0,0,,,,7.5,30,-.14,-37.49,0,0,0,5.85,50.19079,-41.22801,-48.56,-60.148,-66.36,-95.78,,15,61.72,63.51,-21.43,.57,-.06,1.21,2.33,36.36,-4.72,-6.2,40.17,30,40,-.03,0,0,,0,,40.17,23.03289,,-.21,-.38,,66.67,0,0,-.05,,-.05,,-8.926,NSDQ,
NMI HOLDINGS-A,NMIH,-55.18001,3.63,0,2.01999,.01981,,4.741,-624.81,-9.92,61.3,57.93999,11.48999,-55.18001,-55.18001,-47.07,0,5.56,7.81,463.20999,0,0,1.26,,,0,1,100,0,203,1,0,0,0,,0,,,,5.29799,20.72999,,1857.75,0,0,0,,571.8186,,-12.38,,-12.81,-12.81,,,-24.87,-22.86,-2.96,9.82,-.23,9.82,14.15,0,-3.25,-9.33,-49.24,-35.62,5.05,-.29,0,0,,,,-49.24,-100.72754,,-.94,-.92,,,0,0,-.24,,-.21,,-47.07401,NSDQ,
NUMEREX CP-CL A,NMRX,.57999,38.93,8.31,10.6,.82565,5.7044,7.7609,3.75,.01,2.47,49.93999,14.98999,-.40001,-.10001,4.8,45.68999,77.83,4.53,83.97,0,.61,2.22,27.31,5.6,0,2,50,0,100,18,0,50,0,0,0,43.83,84,63,27.1,99.19999,8.65,16.62,0,0,0,1.22,202.82975,2.9921,3.1,3.7276,3.67,3.7,22.12,15,-25.7,-22.16,-9.6,9.88,.04,10.08,15.9,3.32,-6.06,-14.36,-75.73,-77.78,20,.23,0,0,,0,,-75.73,-91.89945,,.12,.02,,200,0,0,.01,,.07,,6.86499,NSDQ,
NN INC,NNBR,17.17,9.52,54.52999,59.74,1.4248,5.82429,5.71759,5.2,.05,1.33,125.66999,69.37999,25.17,27.54,45.04,295.13,373.21,8.9,152.75999,0,29.48999,3.22,14.24,,0,2,100,0,87,14,0,0,0,,14.29,10.24,17.92,25.38,,483.79998,6.63,.84,0,57.3,0,2.8,509.04135,3.8694,7.41,5.3407,10.81,13.45,8.95,,37.51,42.05,31.38,12.26,.39,28.68,29.91,93.03,-1.44,9.8,-7.94,-8.04,55.34,2.8,.18,.98,,.32,,-7.94,-29.22507,,1.6,1.04,,139.29,48.72,2.63,.33,,.58,,35.16099,NSDQ,
NORTH VALLEY BC,NOVB,3.61999,.1,0,502.05999,.04876,,.08931,7.34,.08,3.23,561.77001,802.67999,5.21,5.73999,8.56,1.08,46.35,13.99,93.41999,0,21.64999,1.47,21.84,,0,2,50,0,158,17,0,50,0,,0,28.6,28.21,39.6,10.8,42.5,-4.54,-7.58,0,0,0,.36,140.75323,-.12129,.36,-1.33051,2.71,3.48,-3.58,,6.52,8.88,-4.94,17.05,.2,20.59,24.64,46.64,-4.72,-8.61,-54.68,-42.39,37.74,.72,0,0,,0,-61.00025,-54.68,-42.44834,,.73,.69,111.11,250,0,0,.19,,.2,,6.445,NSDQ,
NATL PENN BCSHS,NPBC,53.38,265.13,4.94999,5264.02978,.04417,5.30249,.07152,26.13,.14,3.74,5552.5,6779.41992,62.95999,76.79,92.41,22.37,384.18,7.91,1131.85998,0,680.54998,1.28,13.01,,0,2.9,10,0,186,39,0,90,0,,.63,12.72,14.27,14.71,89.456,355.81201,-2.9,-6.84,0,1.27,0,1.1,157.01597,.71358,1.15,3.4881,5.95,8.88,46.71,,-12.97,-10.41,4.96,9.54,.18,10.15,11.54,30.5,-2.96,-6.45,61.09,1.52,6.14,.8,.3,3.94,78.527,2.4,66.36004,61.09,-46.03175,.0164,.71,.67,95.32,106.54,-4.76,-.61,.17,.02,.18,.1,113.71199,NSDQ,
NPS PHARMA INC,NPSP,-13.5,28.72999,30.03,41.24,.61651,.1847,5.0408,-3.1,-.09,17.01,258.75,58.40999,-13.32,-1.39,4.19,3.58999,155.59,1.02,104.88999,0,123.62999,27.19,,,-2.88,1.39,88.89,0,10,82,0,11.11,0,,-3.45,25.24,895.5,,58.17499,225.81399,14.43,19.1,14.29,0,0,.74,329.13806,-13.16301,-1.91,-19.63501,-2.36,-5.57,,,-11.89,-8.23,15.27,18.01,.01,27.86,39.06,46.79,-4.88,-15.42,23.07,68.18,144.44,1.1,0,0,,0,,23.07,27.92311,4.91819,.03,-.19,,-13.89,-1.54,0,-.01,6.14,.11,1.13,-1.03401,NSDQ,
NATL RESEARCH,NRCIB,15.47999,62.43,0,11.3,.8682,,7.1894,15.74,.17,10.37,36.47,23.69,24.47999,24.87,28.6,38.84,92.59,2.97,71.75,0,8.15999,13.48,50.36,4.47,0,3,0,0,37,38,0,100,0,0,0,46.51,53.69,17.09,24.39999,99.4,13.45,7.14,0,0,0,.68,485.76,11.71899,13.66,17.808,19.36,21.85,17.53,12,10.33,15.24,-8.9,26.9,.18,40,44.55,74.22,-.67,4.99,7.51,1.38,-66.14,.86,.31,0,1.68309,2.25,,7.51,2.78883,.00949,.75,.63,,36.73,0,0,.17,0,.19,0,19.214,NSDQ,
NORTHRIM BCP,NRIM,12.31999,7.94,11.3,772.47998,.05169,.14097,.08133,21.26,.21,2.73,882.88,1024.85998,17.68,17.68,19.89999,2.03999,58.96,22.32,144.30999,0,25.07999,1.11,11.11,,0,1,100,0,158,1,0,0,0,,17.42,11.02,11.86,12.65,17.5,66.09999,-2.42,-1.99,0,0,0,.58,169.26612,.99515,1.1,7.1806,7.85,9.14,13.9,,-10.61,-5.53,3.29,22.58,.48,24.79,26.83,52,-.12,-6.13,-2.62,-5.08,11.76,2.25,.63999,2.74,13.15799,2.6,-6.62267,-2.62,-4.79135,,2.09,1.87,76.19,90.57,3.57,9.09,.37,,.58,,14.545,NSDQ,
INSIGHT ENTRPRS,NSIT,71.01999,62.02,135.97,1257.91003,2.87089,29.93499,4.45919,1.58,.01,.22,1594.66003,1051.80004,114.51999,120.84999,162.38999,4445.45996,5144.35,16.91,716.90997,0,66.94,1.62,9.46,,-33.33,4,0,50,193,6,0,50,0,,0,12.02,13.34,13.81,1234.80004,5404.79492,5.17,-2.96,0,0,0,1.88,559.77246,4.577,4.76,11.23999,10.53,11.75,50.41,,10.74,20.43,-.26,18.37,.41,27.35,31.49,68.45,-2.84,-13.15,-1.95,-12.21,9.63,2.28,0,0,,0,-12.96908,-1.95,-23.43684,.01379,2.05,1.84,55.41,105.13,0,0,.72,.14,.64,.08,122.347,NSDQ,
NANOSPHERE INC,NSPH,-34.64,2.4,8.44999,2.81999,.19246,.7716,5.21049,-330.55,-3.46,10.08,52.97999,6.48,-34.64,-33.70001,-31.45001,6.40999,10,.45,43.13,0,9.72999,3.17,,,0,1.4,80,0,12,116,0,20,0,,-2.13,,,,5.0075,18.798,46.86,96.97,-2.78,.71,0,3.21,27.49854,-63.174,-63.62,-71.17,-70.85,-89.83,,,-36.45,-37.55,5.93,1.23,-.12,1.43,3.19,10.2,0,-11.73,-8.21,16.42,14.29,-.35,0,0,,0,,-8.21,-5.38486,-.05642,-.48,-.57,,85.71,-2.33,-2.13,-.12,-.08,-.11,-.16,-32.397,NSDQ,
NANOSTRING TECH,NSTG,-29.28001,0,6.75,8.32999,.50344,2.5687,5.0499,-86.91,-.93,6.35,60.72999,18.62999,-29.28001,-27.34001,-25.87001,15,31.4,4.47,31.45999,0,12.14999,2.71,,,0,1,100,0,26,15,0,0,0,,0,,,,12.42899,47.43999,,36.7,0,0,0,3.02,109.48601,,-43.75,,-60.09,-302.2,,,-33.08,-29.7,-9.08,7.16,-.7,12.12,21.99,33.45,-2.81,-18.77,-43.94,-21.76,-8.75,-2.3,0,0,,,,-43.94,-65.42373,-.02473,-2.86,-2.35,,104.48,0,0,-.71,-.08,-.78,-.05,-25.24601,NSDQ,
NETAPP INC,NTAP,637.5,1109.59997,122.4,855.90002,.6944,20.347,9.86789,11.94,.1,1.98,6471.2998,2694.60009,740.70001,776.79998,1120.59997,2406,6325.1,11.43,3786.5,0,995.5,3.37,11.59,1.43,2.55,2.69,24,12,53,17,0,64,0,-2.29,-.04,15.62,17.08,17.68,1474.12194,6313.6621,15.7,-.12,0,.7,0,1.54,1567.80236,7.25479,8.29,13.41699,15.24,19.07,19.18,11.96,-9.62,-6.32,13.89,33.59,.4,38.54,45.85,40.38,1.1,1.88,26.16,29.76,3.5,2.47,.6,1.71,,.3,,26.16,26.16267,.02679,2.26,2.06,,107.77,.77,.4,.4,.04,.51,.03,1101.35803,NSDQ,
NETSCOUT SYSTMS,NTCT,49.09999,261.95001,12.57999,60.50999,.73031,7.93839,7.56869,14.68,.12,4.12,278.76,162.96,77.84999,78.61,96.87,84.51,396.65,10.05,409.16,0,0,4.22,23.69,1.73,4.76,2.14,42.86,0,201,10,0,57.14,0,3.33,1.77,22.51,26.84,28.65,103.11299,459.37899,10.62,13.15,-6.67,2.73,0,1.75,580.31469,7.98019,10.72,11.23499,15.52,15.52,15.39,15.5,37.6,43.29,12.47,24.2,.27,42.4,44.84,88.18,-3.2,-5.42,35.43,20.91,18.8,1.88,0,0,,0,20.92392,35.43,20.93596,.02192,1.58,1.27,86.02,95.24,.51,-22.14,.21,.09,.49,.02,73.97899,NSDQ,
NETEASE INC,NTES,734.28997,1.86,0,66.48999,.42105,,26.899,44.91,.45,6.53,3765.91992,699.27001,821.94,821.94,850.14001,409.42001,1614.1,25.15,3331.55004,0,0,3.27,14.02,1.16,0,1.29,85.71,0,54,1,0,14.29,0,3.15,-.03,12.24,14.09,14.6,446.04,1739.51,30.13,22.62,0,.41,0,.98,2137.64086,21.704,18.91,25.822,23.2,23.2,28.26,12.12,2.36,4.59,21.56,60.4,1.48,82.21,85.89,85.56,-2.86,3.57,23,27.03,3.44,6.72,0,2.1,,.18,,23,27.55176,.02869,5.83,5.46,,108.21,0,0,1.42,.04,1.54,.07,762.28198,NSDQ,
NETGEAR INC,NTGR,55.20999,240.02999,224.44999,266.48001,1.2768,4.8466,5.0622,5.3,.04,.81,800.10998,300.07998,92.98,92.98,126.93,976.01,1369.63,21.21,773.78002,0,0,1.48,10.98,,-10,2.75,25,0,201,13,.25,75,0,,0,14.16,15.34,15.89,353.755,1409.95202,17.53,7.68,0,-5.15,0,2.23,1142.73168,7.5402,6.77,10.79199,9.46,9.46,61.5,,-9,-4.98,-.29,28.3,.52,31.3,35.78,40.11,-9.95,-11.26,-20.51,-10.45,3.55,2.21,0,0,,0,-29.25654,-20.51,-36.19554,,2.04,1.95,106.12,104,0,-8.77,.46,,.53,,110.54,NSDQ,
NORTHERN TECH,NTIC,3.35999,1.05999,5.11,6.78,.50115,3.16569,3.62339,17.54,.15,3.52,16.93,3.66,5.61,5.65999,6.15999,15.47,22.5,10.87,44.52999,0,.85,1.86,23.14,,,,,,,,,,,,,,,20.62,,,25.24,-1.23,,,,.69,,5.55359,8.79,6.1118,9.47,9.56,25.45,,5.74,8.95,-3.85,12.18,,20.21,22.69,76.4,-.73,-1.27,105.5,-3.85,,,0,0,,0,63.53897,105.5,-2.32559,,,.75,,,,,.23,,,,3.867,NSDQ,
NORTEK INC,NTK,-8.29,1022.40002,270.5,283.6,1.1374,5.5394,7.1373,.41,0,.54,700,449.70001,-11.4,88,183.19999,1627.40002,2287.9,5.6,99.9,0,1093.30004,14.45,10.58,2.15,0,3,0,0,209,4,0,100,0,0,-1.36,17.12,27.92,134.93,644.29998,2489.8999,5.43,4,-2.03,-1.25,0,.74,1259.25183,2.91359,.46,6.558,.78,9.92,,13,2.37,8.53,-.3,66.31,1,80.96,91.13,59.02,-3.1,-11.16,59.09,14.84,97.28,4.73,0,0,,0,,59.09,-187.35512,,2.9,1.2,,136.99,0,-1.96,1.45,,.74,,117.83999,NSDQ,
NTELOS HOLDINGS,NTLS,24.67,202.50999,23.95999,37.74,.68677,12.99199,12.625,3.56,.05,.53,183.75999,79.51,45.27999,75.01999,150.77,216.88999,491.88,1.75,43.79,0,484.95001,6.87,2.65,14.71,0,2.43,42.86,14.29,228,2,0,42.86,0,0,-69.44,77.91,97.83,23.12,120.87799,483.40499,-4.09,8.35,-2.08,-64.29,0,1.28,37.20533,4.038,1.59,5.06839,3.26,29.18,-26.06,6.65,-43.02,-40.58,-5.87,11.92,.06,12.02,22.25,.97,-8.59,-7.89,-41.59,16.28,-87.71,.15,1.67999,13.98,-7.8194,8.37,27.72024,-41.59,34.22198,1.73408,.12,1.23,316.67,13.19,-471.43,-60.42,.19,1.97,-.08,-.78,97.541,NSDQ,
NUTRI/SYSTEM,NTRI,7.36999,0,26.07999,7.73,3.5071,9.33209,35.28799,3.29,.02,1.16,69.27999,47.5,10.88,10.96,19.85,184.21,358.09,1.68,52.15,0,0,9.31,21.86,1.89,0,1.67,66.67,0,78,6,0,33.33,0,0,1.6,19.5,24.63,31.2,88.93299,402,-10.23,-9.77,0,1.27,0,.43,149.68721,12.397,13.57,18.648,23.23,28.24,-29.61,13,-6.53,-5.11,-3.53,12.21,.16,15.6,20.41,41.34,-13.57,-10.34,222.5,122.22,58.33,.8,.69999,4.49,0,5.17,694.78765,222.5,363.21429,.03286,.63,.4,53.33,106.67,19.51,-26.15,.26,.11,.16,.04,20.495,NSDQ,
NORTHERN TRUST,NTRS,731.29998,540.70001,0,30462.5996,.04335,,.14268,17.09,.17,3.53,66465.20312,87539.10156,1075.5,1194.59997,1557.80004,103.3,4344.2,34.01,7912,0,3982.8999,1.94,14.41,1.81,3.85,3.05,13.33,20,197,16,-.12,66.67,0,7.18,1.51,17.26,19.69,21.13,1090.04602,4340.36376,2.29,11.5,-.43,2.11,0,1.04,1303.40441,.80993,.74,6.31599,6.52,9.54,-.45,10.9,3.47,6.87,8.36,52.41,.87,66.14,67.88,88.75,-1.45,1.93,5.35,4.9,11.97,3.83,1.23,2,3.20129,2.31,7.48982,5.35,6.40186,.01393,3.36,3.01,99.79,114.23,2.83,1.3,.84,.03,.87,.03,1096.906,NSDQ,
NETSOL TECH INC,NTWK,7.86,39.09999,0,14.68,.41119,,2.6875,-5.46,,.7,42.06999,11.86999,12.55,13.21,18.90999,22.95,50.8,9.55,89.41999,0,1.40999,.34,2.13,,0,2,100,0,34,64,0,0,0,,0,,7.04,,12.68,58.61999,12.38,27.71,0,,0,1.66,29.64924,3.03539,-2.24,3.86459,-2.61,-2.66,-9.25,,-42.69,-44.43,-14.96,3.24,.03,3.24,11.17,0,-16.71,-22.67,-112.46,143.59,165.71,,0,0,,0,,-112.46,222.13114,,.46,-.7,,8.57,0,0,-.09,,.09,,13.56299,NSDQ,
NUANCE COMM INC,NUAN,-115.23001,4246.47021,0,382.73999,.31536,,4.88009,10.35,-.06,3,1409.52001,805.22998,-96.68001,41.08,249.72999,766.54998,1855.28,8.19,2638.01,0,2108.09008,2.18,11.58,2.66,1.38,2.6,20,0,34,75,-.04,80,0,-6.67,0,27.18,31.06,28.3,540.807,2019.61596,18.17,12.34,0,0,0,1.25,1130.98535,6.90409,3.26,8.44989,4.07,7.44,1.88,11.67,14.51,17.3,14.81,13.1,.2,17.83,19.97,68.85,-1,-5.66,-208.71,-49.7,-32.47,.66,0,0,,0,,-208.71,-155.63173,.08227,.57,.84,,91.82,0,0,.13,.15,.16,0,478.00601,NSDQ,
NUVASIVE INC,NUVA,7.9,248.92999,136.92999,104.76999,.60448,1.2409,6.69589,5.59,.01,2.39,536,117.15,9.76,36.93,115.37,180.47999,685.17,13.16,604.86999,0,346.05999,2.84,14.38,4.32,2.86,2,50,0,26,49,0,50,0,0,6.81,41.63,54.9,44.44,178.62199,745.15301,17,10.47,0,0,0,1.14,1739.54077,3.08629,3.44,3.7997,4.22,6.83,16.17,12.69,10.69,15.47,12.3,22.82,.14,37.33,39.39,87.57,8.77,5.51,-47.15,17.65,-15,.9,0,0,,0,-437.89887,-47.15,151.59234,.05943,.68,.72,116.67,50,2.22,0,.14,.12,.15,.14,115.855,NSDQ,
NOVAVAX INC,NVAX,-51.98,75.76,0,6.88999,.12387,,3.88339,-227.34,-2.49,40.76,145,18.93,-51.95001,-51.79001,-48.70001,8.22,20.92,.91,203.22999,0,1.19,4.67,,,0,1,100,0,12,34,0,0,0,,0,,,,11.19999,40.84999,225.41,-5.26,0,13.92,0,1.2,333.49697,-40.044,-28.16,-49.43601,-32.53,-32.82,,,-18.85,-16.6,11.78,2.32,-.06,4.27,6.65,45.03,-4.47,-14.77,-79.02,-34.78,19.35,-.34,0,0,,0,,-79.02,-82.38597,-.10584,-.25,-.31,,75,0,0,-.06,,-.06,,-48.89301,NSDQ,
