Company Name,Ticker,% Ratio of Q1/Q0,% Change Q1 Est. (4 weeks),% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Previous EPS Surprise (%),Last EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,% Change Q2 Est. (4 weeks),% Change Q0 Est. (4 weeks),F1 Consensus Est.,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,Last Reported Fiscal Yr ,12 Mo Trailing EPS,% Rating Strong Buy or Buy,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Beta,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Relative Price Change,Avg Volume,Market Cap ,Last Close,Average Target Price,% Rating Downgrades ,Earnings ESP (Expected Surprise Prediction),Current Avg Broker Rec,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Upgrades ,Shares Outstanding ,Debt/Total Capital,Inventory ,Receivables ,Current Liabilities ,Asset Utilization,Inventory Turnover,Turnover,Operating Margin 12 Mo,Net Margin,Dividend ,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,Intangibles,Current Assets ,Q(1) Consensus Sales Est. (Mil.),Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Long Term Debt ,Preferred Equity,Sales Growth F(0)/F(-1),Common Equity,F(1) Consensus Sales Est. (Mil.),Book Value,Div. Yield %,Annual Sales,Current ROE (TTM),Price/Sales,Price/Book,Price/Cash Flow,P/E (F2),PEG Ratio,P/E (F1),P/E (Trailing 12 Months),5 Yr Historical Sales Growth,St. Dev. F1 / F1 Consensus,F2 Consensus Est.,Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),Cost of Goods Sold,EBITDA ,EBIT ,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,Market Value/# Analysts,ROA (5 Yr Avg),% Ratio of Q1/prior Yr Q1 Actual Q(-3),Exchange,# of Analysts in Q0 Consensus,
NORTHWEST BNCSH,NWBI,116.66,0,-2.62,-2.13,0,-5.88,-12.5,7.44,.14,.14,20140601,.73,-2.08,0,.62,-15.07,7.35,7.44,5,18.48,.16,.16,.04,.16,.07,.69,20131231,.71,25,14.97,12.26,2.58,.66,-.56,-7.43,-6.63,-16.58,-19.71,397766.25,1167.01,12.33,13.75,0,6.25,2.75,0,0,205,35,0,0,0,75,0,94.65,47.554,0,5756.75976,5669.75976,.04799,385.51699,.06588,17.19,.18,.37999,7.26079,3.71,176.77999,6148.66015,79.73,.91,1.08,1.08,.06912,984.72998,0,-4.49,1156.80004,320.70999,11.33,4.22,379.89,5.77,3.07,1.09,15.28,20.1,3.98,19.89,17.37,-2.81,.02793,.61,3.1,2.6918,.83,29.27,134.19999,124.94999,3.7753,7.44,4.98741,75.98899,66.73,93.06999,389.00329,.7178,85.96,NSDQ,3,
NORTHWEST BIOTH,NWBO,,9.68,4.23,0,,,-39.39,,-.46001,-.46,20140301,-2,-68.32,10.77,-1.7,15,65.03,-36.16,,,-.29,-.28,,-1.7,,-1.86,20131231,-3.35,100,9.18,3.18,55.67,2.96,-1.21,1.24,8.67,72.94,72.54,355935.56,372.92,6.52,12,0,,1,0,50,12,65,0,0,0,0,0,57.2,,0,0,19.68,,,,,-81.31,0,,0,0,18.63999,.05,,.28,.95,.94715,0,0,4.79,-9.81001,.12999,-.72,0,.81,,329.72,,,,,,,,,-.49,,,-579.66,0,-64.40001,-64.94001,,-36.16,2.28758,-65.24901,-65.78,-65.78,372.9179,-6773.69092,70,NSDQ,1,
NORTHWEST PIPE,NWPX,209.09,-8.81,-7.1,-1.85,0,-116.67,22.22,-25.75,.33,.33,20140601,1.79,-10.37,0,1.63,-8.66,4.07,-198.76,15.5,,.27,.69,.1,.72,.17,1.82,20131231,.4,66.67,40.92,27.83,60.05,1.5,-.45,-7.73,2.03,-5.48,-10.26,32085.15,339.38,35.69,44,0,0,1.67,0,0,85,10,0,0,0,33.33,0,9.51,9.55949,110.38999,73.54,48.22,.99722,4.1791,6.2711,1.49,0,0,,0,25.76,243.58,115.16,,3.27,2.76,1.23703,94.23,0,-9.33,261.85,411.36999,26.41,0,475.56,1.46,.84,1.35,10.92,12.61,1.41,21.83,89.22,11.73,.04757,2.83,1.88,2.40389,.94,423.08999,14.85,.92,-196.68348,-198.76,-105.66503,30.88199,-.92001,-3.04,169.68809,1.7768,627.27,NSDQ,3,
NEWS CORP-B,NWS,,,0,,,450,0,,.00999,.01,20140601,.46,,0,.42,-8.7,-6.12,-52.77,,,.01,,,,,.48,20140630,.46,0,18.13,15.07,54.9,,-2.67,-4.34,1.15,-6.06,-7.71,715371.38,9698.62,16.75,19,0,,3,0,0,163,10,0,0,0,100,0,579.02,0,0,1335,2171,.53601,,5.43109,6.23,,0,,,4911,4643,,,2.15,,,0,20,-3.57,12676,,22.74,0,8574,2.08,1.13,.74,,,,39.88,36.41,,,,4.17,,1.66,5420,96.54,96,-52.72109,-52.77,124.38554,285.54,506,173,9698.61816,,,NSDQ,1,
NEWS CORP NEW-A,NWSA,150,0,.53,-.31,0,266.67,-75,53.57,.00999,.01,20140601,.46,0,-2.6,.45,-1.93,-6.12,-52.77,6,,.04,.01,2.36,.26,.27,.48,20140630,.46,50,18.4,15.52,56.6,1.87,-2.83,-4.67,1.66,-4.83,-6.43,2883523.5,6506.59,17.15,18.99,0,33.33,2.3,10,5.91,163,7,0,0,0,40,0,379.39,0,0,1582,2171,.53601,,5.15729,6.23,,0,,,4911,4643,2045.30004,,2.15,,,0,20,-3.57,12676,8535.65332,34.71,0,8574,2.08,.76,.49,31.21,32.16,6.34,38.02,37.28,,.13088,.53,4.17,,1.66,5420,721,173,-52.72109,-52.77,124.38554,833,506,173,722.9544,,50,NSDQ,7,
NXP SEMICONDUCT,NXPI,126.33,8.45,4.3,8.17,0,7.41,0,2.52,.93999,.94,20140601,2.94,7,0,4.18,42.26,72.94,441.67,24.5,33.39,.94,1.19,.02,1.18,.05,2.93,20131231,3.44,91.67,67.36,34.78,80.76,2.93,-2.02,-6.63,2.41,33.01,27.5,3426352.5,15379.53,61.09,77,0,0,1.21,0,0,50,4,0,0,0,8.33,0,251.75,73.859,740,542,1193,.78492,3.6918,8.62269,17.09,.07,0,,0,3113,2092,1501.41198,2.83,1.72,1.13,.67896,3281,0,10.49,1546,5611.58691,4.98,0,4815,63.61,2.99,12.26,12.15,12.31,.6,14.61,17.76,2.05,.02003,4.96,18.36,8.9242,13.42,2638,891,377,584.05798,441.67,402.6087,1266,348,377,3844.88232,6.48309,154.22,NSDQ,4,
NEXSTAR BRDCSTG,NXST,210,-6.36,-2.89,-4.05,0,17.65,6.25,.37,.34,.34,20140601,1.35,-1.7,-.92,2.45,81.63,48.35,-94.69,2,,.32,.71,.31,1.18,.36,.73,20131231,1.33,42.86,55.84,29.26,70.54,3.42,3.05,-3.77,18.05,-13.85,-15.8,507897.09,1470.16,48.01,52,0,-22.73,2.14,0,-7.15,169,14,0,0,0,57.14,0,30.62,,0,109.43,83.91999,.4609,,4.98659,7.18,0,.47999,,.43,649.59997,201.16,174.057,,2.93,2.4,1.09306,1064.26,0,32.67,-13.23,683.24798,-.28,1.25,502.33,1531.29,2.7,,12.25,20.97,9.79,19.58,36.1,15.56,.2492,2.29,3.65,.59241,3.66,0,145.83999,67.05,-97.30105,-94.69,-100.9754,119.17199,-1.78,.81,294.0324,.54074,549.23,NSDQ,5,
NXSTAGE MEDICAL,NXTM,85.42,0,0,-10,0,18.18,-9.09,-3.28,-.12,-.12,20140601,-.31,0,0,-.39,-24.52,-19.23,-68.98,17.5,,-.11,-.1,-.17,-.09,-.24,-.31,20131231,-.37,66.67,14.67,9.02,83.89,.75,3.07,.29,6.09,37.6,35.42,314366.75,845.08,13.76,15.75,0,,2,16.67,0,22,58,0,0,0,16.67,0,61.42,.52994,37.79999,20.14999,37.59999,.88625,4.2975,12.34799,-7.31,-.07,0,,0,59.00999,146.11999,70.55999,,3.28,2.88,2.34494,1.03999,0,8.8,194.75999,286.82501,3.16,0,263.43,-11.6,2.99,4.36,133.53,,,,,15.94,-.09967,-.24,-10.25,-16.626,-7.32,160.91999,6.65,-18.19001,-25.58821,-68.98,-22.50826,6.27899,-18.56,-18.8,169.01683,-10.787,128.13,NSDQ,4,
NEW YORK MTG TR,NYMT,79.41,0,0,0,,16,36,11.53,.34,.34,20140601,.48,0,0,1.08,125,-51.02,115.68,,-.76,.25,.27,.1,.28,.07,.92,20131231,.98,16.67,8.12,5.57,91.76,.67,4.77,2.99,4.77,13.16,8.98,825134.88,717.1,7.91,8.23,0,-28,2.67,0,0,141,26,0,0,0,83.33,0,90.66,94.23,0,8664.25976,54.45999,.03004,,.03486,21.55,.21,1.08,5.7891,14.07,0,8696.05957,22.86,,148.53,159.68,.58391,9170.50976,72.38999,119.04,408.26998,85.08,6.52,13.65,320.79,18.31,2.36,1.21,10.89,7.13,,7.32,8.07,71.8,.08418,1.11,.67,1.468,.84,231.16999,84.01,69.69,101.68414,115.68,143.89811,46.316,68.94999,69.69,179.27421,1.3523,142.11,NSDQ,3,
OMNIAMERICAN BC,OABC,262.5,0,0,0,,-30,-60,14.68,.07999,.08,20140601,.61,0,0,.82,34.43,10.91,3.05,,47.01,.2,.21,,.2,,.58,20131231,.58,100,25.2,20.75,84.72,.47,-.77,-.53,2.64,14.69,10.15,43509,283.26,24.52,25,0,,2,0,0,148,32,0,0,0,0,0,11.55,61.82699,1.5,828.32,820.16998,.04516,3.209,.07661,9.81,.1,0,,.03,1.47,845.71002,,1.54,.97,1.03,.01937,364,0,-1.81,207.13999,,18.35,.41,64.63,2.98,4.45,1.34,21.75,30.65,,29.9,42.28,-1.49,,.8,1.07,.83757,.45,5.07,18.79,12.31,-11.7897,3.05,12.82952,12.90699,6.42,9.75,283.25503,.29346,100,NSDQ,1,
OCEANFIRST FINL,OCFC,103.33,1.09,1.12,1.5,,-6.67,3.45,10.8,.3,.3,20140601,1.14,1.05,0,1.21,5.85,1.79,-9.18,,2.02,.29,.31,.03,.32,.03,.95,20131231,1.17,100,18.88,15.75,22.04,.95,3.33,-2.43,-.24,-4.03,-8.29,26326.7,285.04,16.44,19.67,0,3.23,1.33,0,20,205,7,-.33,0,0,0,0,17.34,55.229,.77999,1546.83996,1815.06005,.0428,2.4493,.06273,20.53,.17,.47999,-5.3806,3.84,4.17,1581.57995,23.308,,.9,.87,.01871,208.97,0,-8.21,214.35,91.882,12.42,2.92,97.16,9.3,2.93,1.32,10.03,12.12,,13.62,14.05,-3.72,.00478,1.36,4.46,3.80349,.88,4.69999,38.77,29.85,-11.73907,-9.18,-18.43158,28.51,16.32999,24.94,95.01223,.87466,106.9,NSDQ,3,
OCLARO INC,OCLR,,0,0,,,-22.22,-25,-10.81,-.20001,-.2,20140301,-1.62,0,0,-.35,61.96,-26.56,91.76,,,-.15,-.11,0,-.08,0,-.92,20140630,-1.21,0,3.51,.89,38.91,3.05,2.69,-8.17,2.14,-23.29,-27.31,448030.91,205.51,1.91,2.5,0,,3,0,0,68,5,0,0,0,100,0,107.6,2.24979,118.08999,100.84999,228.16,.99232,5.1961,4.7895,-26.29,,0,,0,10.22999,341.6,99.72499,,2.38,,,32.9,0,52.03,154.13,402.95498,2.15,0,586.03,-54.95,.48,.89,,,,,,13.44,-.04041,,-50.32,-24.47101,-26.08,521.61999,-80.58001,-121.22001,,91.76,-84.57143,-101.695,-122.74,-121.22001,102.75608,-12.638,28.21,NSDQ,2,
OCULUS INNOVATV,OCLS,94.44,0,0,0,,-47.37,-5.88,-48.31,-.18001,-.18,20140601,-.92,0,0,-.35,61.96,3.16,170.86,,,-.17,-.17,,-.14,,-.58,20140331,-.99,100,5.84,2.31,5.38,1.06,-6.72,-12.28,-23.55,-28.16,-27.4,42774.35,20.4,2.5,7.5,0,,1,0,0,65,6,0,0,0,0,0,8.16,.03315,1.08,1.78999,7.57,1.0915,5.85559,6.07469,-51.87,.27,0,,0,0,9.53999,3.34999,,1.26,1.12,.8811,.004,0,-11.55,12.06,15.11999,1.67,0,13.67,-126.55,1.49,1.5,,,,,,22.93,-1.01015,-.41,-136.19,-213.652,-54.45,5.26999,5.05999,4.78,168.77186,170.86,168.69245,-6.04601,3.73,3.73,10.19999,-73.79901,80.95,NSDQ,1,
OCERA THERAPEUT,OCRX,,9.89,11.44,0,,-428.57,19.05,,-.34001,-.34,20140301,-1.97,4.26,11.9,-1.51,23.35,81.77,-19.16,,,-.42,-.41,,-.45,,-1.93,20131231,-2.28,100,18.76,5.42,3.11,2.51,6.09,-1.93,-24.9,-55.08,-58.79,78486.55,90.69,5.835,22.5,0,,1,0,0,12,18,0,0,0,0,0,15.54,0,0,.09,6.67999,.03513,,5.11829,-1467.23,-206,0,,0,.93,49.29,,,22.06,7.38,7.36526,0,0,-98.99,45.13,.05,2.77,0,.09,-56.94,76.21,2.1,,,,,,-42.63,,-1.39,-56.94,-280.94101,-51.55,0,-14.97001,-15.29,,-19.16,-386.38892,-11.804,-17.51001,-15.48,90.68756,-64.85701,38.32,NSDQ,2,
OLD DOMINION FL,ODFL,99.87,4.58,3.13,3.44,,6,4.88,1.39,.86,.86,20140601,2.39,2.68,0,2.93,22.59,21.32,19.92,,49.29,.82,.86,.04,.69,.05,2.44,20131231,2.64,36.36,64.66,43.42,97.13,1.16,.9,3.02,4.85,20.8,16.11,495889.66,5518.87,64.05,67.71,0,1.16,2.45,0,-8,97,19,0,0,0,63.64,0,86.17,10.819,0,258.29,232.11999,1.2673,,9.23779,8.97,.09,0,,0,19.45999,332.97,725.42199,.12,1.28,1.43,.32173,155.71,0,10.76,1232.07995,2733.81201,15.69,0,2337.65,18,2.18,4.08,16.56,18.61,,21.86,24.26,17.03,.02276,3.44,15.99,11.597,11.36,106.43,465.36999,338.29998,18.18623,19.92,21.6347,333.18301,206.11,328.67999,613.20764,8.27589,122.7,NSDQ,8,
ORTHOFIX INTL,OFIX,,0,-1.36,-1.98,-1.09,,123.08,,.28999,.29,20140301,.68,0,0,1.09,60.29,-77.48,-181.55,18.2,-6.16,.26,.24,,.37,,,20131231,-.66,66.67,36.63,19.64,75.1,.65,-2,-7.27,.5,41.98,38.11,112955.7,589.26,32.4,37,0,,1.67,0,0,22,15,0,0,0,33.33,0,18.19,5.9303,90.56999,75.55999,66.81999,.92074,1.0497,5.00409,-2.91,-.06,0,,0,62.61,280.23999,93.9,,5.02,2.84,1.70772,20,0,-13.36,310.48999,401.66699,17.44,0,400.53,-3.59,1.48,1.86,10.61,24.48,1.63,29.72,,-6.56,.0558,1.32,-3.38,7.7898,-2.68,102.3,39.7,-2.87,,-181.55,-159.56106,55.282,-25.51001,-4.79,196.41961,6.1036,114.29,NSDQ,1,
OFS CAPITAL CRP,OFS,132.95,0,0,2.26,0,-16.67,-15.38,,.21999,.22,20140601,.59,0,0,1.03,74.58,,-57.81,22.9,,.26,.29,.04,.32,.07,.62,20131231,.66,40,13.37,11.59,58.43,.01,2.85,-2.32,.88,-1.56,-5.32,15813.1,121.65,12.63,14.33,0,,2.6,20,0,142,20,0,0,0,40,0,9.63,48.18899,0,4.48999,2.81999,.06923,,15.784,32.04,.45,1.19,,,3.56999,36.72,5.63019,,14.62,13.02,11.42907,134.94999,0,27.1,140.36999,21.52799,14.45,10.77,17.07,4.05,6.71,.87,23.35,10.47,.54,12.26,19.14,,.03146,1.21,2.26,,2.22,0,10.53999,11.05,10.19128,-57.81,23.51046,5.208,7.67,7.67,24.33043,,195,NSDQ,4,
ONCOGENEX PHARM,OGXI,95.74,0,0,0,,-34.09,4.08,-.29,-.47,-.47,20140601,-2.17,0,0,-1.91,11.83,-29.17,-28.81,,,-.49,-.45,-.24,-.39,-.42,-2.32,20131231,-2.19,83.33,13.85,2.9,2.1,1.93,3.64,-7.4,-18.06,-62.47,-63.33,137233.84,46.18,3.13,10.58,0,,1.5,0,0,10,74,0,0,0,16.67,0,14.75,10.085,0,8.86999,14.93,.61813,,4.22639,-92.48,-1.07,0,,0,0,53.86,11.14299,,2.85,3.61,3.01339,3.53999,0,48.7,37.20999,45.50999,2.01,0,29.88,-88.04,1.31,1.56,,,,,,35.78,-.18258,-1.26,-76.14,-56.878,-58.13,0,-31.62001,-31.84001,-61.3948,-28.81,-50.97203,-31.629,-31.84001,-31.84001,15.39229,-36.68701,66.18,NSDQ,3,
O2MICRO INT LTD,OIIM,87.5,-90.91,-28.57,-37.78,,37.5,-20,2.72,-.12,-.12,20140601,-.67,-45.46,0,-.41,39.55,-19.64,35.58,,,-.1,-.11,-.07,-.08,-.18,-.65,20131231,-.56,100,3.89,2.71,33.05,1.4,1.31,-4.32,-9.62,11.11,6.51,49437.9,85.89,3.1,5.5,0,0,1,0,0,60,1,0,0,0,0,0,27.71,0,7.21,10.02,9.76,.51908,4.2321,7.2157,-21.95,-.26,0,,0,0,94.75,17.267,,8.93,8.97,7.94262,0,0,-24.45,126.61,70.233,4.29,0,73.79,-12.58,1.2,.72,,,,,,-14.52,-.01746,-.31,-12.58,-2.6443,-11.39,36.40999,-13.42001,-18.10001,45.11879,35.58,25.97906,-14.41301,-19.09001,-18.10001,42.94739,-2.27871,65.63,NSDQ,2,
SOUTHWEST BC-OK,OKSB,67.74,-4.55,9.88,-1.74,0,5.56,55,35.58,.31,.31,20140601,.88,-11.7,0,.92,4.26,37.5,68.95,10,10.02,.2,.21,.09,.21,.05,.73,20131231,1.03,75,18.43,14.23,24.05,1.41,-1.17,-6.96,-5.46,-4.27,-7.64,73792.25,301.6,15.24,20,0,0,1.75,0,0,224,1,0,0,0,25,0,19.79,33.298,3.05999,1236.51,1584.98999,.0456,1.0015,.07174,22.58,.2,0,,.26,6.19,1519.41003,19.52,,.97,.96,.17655,127.01999,0,-19.75,259.17999,80.247,13.37,1.05,87.56,7.91,3.33,1.14,12.18,15.43,1.66,16.61,14.8,-15.4,.02246,.99,5.29,-.25697,1.03,5.55,41.09999,33.88999,58.49264,68.95,7.72558,24.645,17.43,28.19,75.3999,-.07314,110.53,NSDQ,4,
