Company Name,Ticker,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales,Cost of Goods Sold,EBITDA ,Price/Cash Flow,PEG Ratio,P/E (F2),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. (Mil.),Q(1) Consensus Sales Est. (Mil.),P/E (Trailing 12 Months),EBIT ,Pretax Income ,Preferred Equity,Current Liabilities ,Long Term Debt ,Current Assets ,Intangibles,Inventory ,Receivables ,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Book Value,Asset Utilization,Inventory Turnover,Net Income ,Cash Flow ,Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin,Operating Margin 12 Mo,Turnover,Cash Ratio,Rank in Industry (of ABR),% Price Change (YTD),% Price Change (4 Weeks),% Price Change (1 Week),Beta,Price as a % of 52 Wk H-L Range,Last Close,Current Avg Broker Rec,% Rating Strong Buy or Buy,% Rating Strong Sell or Sell,Industry Rank (of ABR),52 Week Low,% Price Change (12 Weeks),Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),52 Week High,Market Cap ,Last EPS Surprise (%),P/E (F1),% Rating Change - 4 Weeks,% Change F1 Est. (4 weeks),Div. Yield %,Avg Volume,Shares Outstanding ,Change in Avg Rec ,% Rating Hold,% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,F1 Consensus Est.,St. Dev. F1 / F1 Consensus,% Change Q0 Est. (4 weeks),12 Mo Trailing EPS,Last Reported Fiscal Yr ,% Rating Upgrades ,% Rating Downgrades ,Common Equity,Average Target Price,Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,F2 Consensus Est.,Exchange,
SBA COMM CORP,SBAC,4.76,34.76,9.86,-4.85,-.31,-2.79361,-.28,-2.56271,2295.53759,1304.87,408.25,789.80999,25.5,981.01,241.2,-2.04,108.33,86.21,96.51,16.35,,36.77,24.07,1512.84204,387.73098,,240.91999,-57.21,0,747.66998,5394.72021,343.64999,3387.18994,0,71.33,94.14099,,.68,.46,3.08,.19799,,-55.90001,538.36199,69.12113,96.51,82.22998,0,,0,-.04,-1.39,20.482,.36422,5,19.02,5.11,3.33,.68,94.56,106.93,1.13,100,0,24,71.64,10.47,13.95,-.03,108.96,13773.23,-133.33,16039.5,-.86,110.75,0,1011124.5,128.81,0,0,176.92,102.75,-33.03,-3.82,0,25.37,.05,1.05,-.38,.01,17.09314,0,-.13,20131231,0,0,356.95999,116.55,-133.33,-14.72,-.07001,-.07,20140601,-.08,.44,NSDQ,
SEACOAST BKNG A,SBCF,61,1.18,2.83,6.1,3.91,-8.4795,.53,-1.1147,67.23349,98.5,2.72,20.89999,14.87,3.36,15.78,101.67,-9.87,252,813.53,9,,-2.58,-6.45,96.817,22.978,23.52,14.42,11.6,0,1957.34997,103.61,1489.58996,.70999,13.82999,1284.13,31.20899,,.77,.75,8.79,.04268,.15828,51.97999,18.069,7421.12695,813.53,13276.26269,0,,0,.53,12.38,.07515,.0979,56,-15.16,-6.33,-1.15,1.53,11.89,10.35,3,0,0,149,10.06,-.19,-18.78,.1,12.5,268.93,20,30.22,0,-21.08,0,45403.25,25.98,0,100,-12.73,3.83,-3.24,0,.12,.21,.07,1.27,2.53,.34,.47702,2,.44,20131231,0,0,198.6,11.69,0,15.72,.11999,.12,20140601,.38,.66,NSDQ,
SINCLAIR BROADC,SBGI,160.83,9.19,2.11,29.91,3.74,6.5787,3.05,4.66489,786.70001,1363.13,462.45001,490.72,9.72,5.54,17.98,,64.83,-33.71,-36.79,3,22.43,28.39,17.98,1920.43298,474.13299,27.85,268.42999,105.5,0,343.38,2985.32006,697.86999,2608.8601,0,309.14999,89.67199,,1.97,2.03,3.52,.39245,,73.45999,332.99899,-49.21887,-36.79,,2.55,9.8737,.6,.05,7.76,5.65859,1.13204,1,-9.57,-10,-3.64,1.73,65.47,32.31,1,100,0,180,23.92,19.18,-13.43,.37,36.74,3146.8,58.82,16.61,0,-.64,1.86,1050846.63,97.39,0,0,-2.05,1.58,-1.28,0,.48,.11,.83,.07,1.19,1.95,.04472,-.68,1.16,20131231,0,0,405.70001,39,-29.27,39.99,.27,.27,20140301,1.18,1.8,NSDQ,
STAR BULK CARRS,SBLK,10.81,1.17,4.35,2.32,1.21,1.46879,1.12,1.34519,311.46798,69.89,38.15,31.57999,10,,6.8,,-12.07,270.59,99.94,,-47.91,-18.88,-18.06,160.52,44.72,28.95,8.64999,1.84,0,29.72999,172.03999,54.41999,0,1.72,3.76999,39.26599,,1.83,1.77,9.16,.26973,20.40099,1.84,31.128,100.58502,99.94,,6.27,-32.76101,0,.03,4.16,38.513,1.64581,2,-19.66,-16.2,-3.86,1.21,49.89,10.71,1,100,0,116,6.05,-6.14,-23.08,0,15.39,311.47,-50,21,0,-15,0,92286.2,29.08,0,0,-3.13,-50,13.04,,.04,,.31,,.43,.51,,-80,.37,20131231,0,0,266.1,16.5,-14.29,233.04,.02999,.03,20140301,.58,1.58,NSDQ,
SIGNATURE BANK,SBNY,118.26,2.31,6.04,13.5,6.84,8.07769,1.15,1.02939,406.2781,787.16,80.19999,543.75,14.95,2.07,17.28,98.28,22.85,22.16,30.15,9.5,30.22,12.97,16.85,829.30999,211.041,21.1,418.11999,391.52999,0,18271.41015,2305.31005,14020.7998,0,420.75,13456.07031,41.82099,.72,.78,.74,49.6,.03844,.19509,228.74,353.30499,23.32327,30.15,25.99782,0,,0,.29,29.94,.06362,.00788,9,6.49,-9.47,-3.96,.71,61.81,114.39,1.46,85.71,0,186,87.51,-1.71,1.95,1.42,131,5281.62,4.23,19.64,8.89,.7,0,368417.06,46.17,0,14.29,-.43,-.18,-.04,0,1.45,.01,1.51,.02,4.69,5.82,.00772,.05,5.42,20131231,0,0,1799.93005,140,1.48,4.07,1.48,1.48,20140601,4.74,6.62,NSDQ,
SABRA HEALTHCR,SBRA,120.65,1.95,8.3,6.54,1.53,2.09619,2.62,1.7654,320.02499,134.78,0,110.05999,15.08,1.33,11.61,97.37,26.84,26.43,78.75,9.27,,30.64,-53.71,169.093,42.96599,13.45,74.16999,33.70999,.05,22.21999,691.22998,194.94999,0,0,185.28999,65.747,1.03,11.72,8.77,11.27,.12545,,33.70999,69.605,72.78318,78.75,-31.66431,4.43,4.5893,1.36,.25,11.74,1.21169,.43474,30,5.97,-2.02,-3.01,1.08,66.7,27.7,2,66.67,0,182,21.73,-2.98,1.45,.56,30.68,1280.1,1.79,12.34,0,-.11,5.49,260576.05,46.21,0,33.33,0,0,-.52,-2.42,.56,.03,.58,.04,1.87,2.24,.01872,0,2.06,20131231,0,0,460.10998,31.67,3.92,.01,.56999,.57,20140601,1.77,2.38,NSDQ,
SOUTHSIDE BANCS,SBSI,132.5,2.03,3.6,14.96,4.76,5.50379,1.12,1.22739,551.78997,154.85,8.17,83.61,8.01,,13.03,96.36,-6.87,20.75,8.63,,-1.93,-.77,-6.54,,,14.38,56.06,46.27999,0,2602.1101,559.65997,1386.96997,22.20999,.15,1332.39001,67.625,,.55,.53,14.42,.04439,21.051,41.18999,68.73999,18.73738,8.63,15.16277,3.28,13.375,.76235,.27,25.13,.11537,.02091,10,12.57,-.17,1.66,.59,75.76,29.31,3,0,0,227,23.55,9.37,7.77,.53,31.15,551.79,3.77,14.37,0,.49,2.87,95362,18.83,0,100,0,-3.64,-1.32,,.53,,.52,,1.8,2.04,,0,2.04,20131231,0,0,259.51,31,-13.73,18,.55,.55,20140601,2.19,2.25,NSDQ,
STARBUCKS CORP,SBUX,125.78,11.53,3.64,39.99,29.5,24.791,18.35,16.42499,3439.85351,14892.2,6382.2998,453.79998,25.04,1.61,24.63,112.64,21.98,22.91,22.63,18.03,22.91,11.98,11.55,16490.68554,4229.708,30.58,-201.80001,-229.9,0,5377.2998,1299.40002,5471.3999,1137.69995,1111.19995,561.40002,29.27799,.4,1.16,.81,6.54,1.51199,6.7107,8.3,2331.26196,-99.4002,22.63,23.23232,1.23,25.08799,.83999,0,12.07,27.67399,.70645,6,-.91,-1.75,-3.44,.94,67.5,77.68,1.45,80.95,0,156,68.73,11.64,-5.13,.66,81.99,58477.51,1.52,28.95,1.69,.6,1.34,3872861.25,752.8,-.02,19.05,-.11,2.24,-.34,-.67,.75,.02,.83,.02,2.23,2.68,.00767,.08,2.54,20130930,0,0,4482.2998,89.63,0,1.11,.67,.67,20140601,2.2,3.15,NSDQ,
SURGICAL CARE,SCAI,,2.68,,,,,,,281.19601,802,175.19,180,12.62,,21.14,,-28.03,26.92,,,,7.67,,839.85198,205.94999,,133.16999,72.73999,0,197.57,649.71997,234.86,806.03002,0,104.11,61.56499,,1.28,1.19,10.98,,,-51.34001,88.83,-156.57172,,,,,0,-.06,,,.66179,3,-15.67,-2.91,2.4,,29.36,29.38,1.33,83.33,0,175,26.25,7.19,-19.27,.25,36.91,1124.78,225,30.93,0,0,0,56793.65,38.28,0,16.67,0,0,0,,.23,.24,.39,.08,-.78,.95,.22462,0,,20131231,0,0,415.97,39,507.14,,.38999,.39,20140301,1.32,1.39,NSDQ,
SCHOLASTIC CORP,SCHL,93.33,1.25,.63,6.85,6.25,7.07649,3.87,4.4327,570.19097,1822.3,846,186.6,6.04,,15.27,-67.2,12.5,34.31,42.77,,-3.46,1.67,-.68,1914.34997,285,19.46,57.29999,50.4,0,421.70001,57.5,721.20001,319.79998,278.1,214.89999,16.65099,.13,1.54,,27.21,1.1696,2.5536,44.4,121.4,42.76527,42.77,-43.24325,1.49,18.26499,.57499,.02,3.29,7.7655,,4,4.15,3.66,-.37,.64,89.18,35.42,2,50,0,31,27.59,11.31,-.29,.91,36.37,1140.38,37.36,17.11,0,10.69,1.69,155241.3,32.2,0,50,-4.35,2.33,12.9,,-.84,,2.2,,1.55,2.07,.08881,-1.09,1.82,20140531,0,0,864.40002,,-83.78,-20.26,1.25,1.25,20140501,1.84,2.32,NSDQ,
