Company Name,Ticker,F1 Consensus Est.,% Change LT Growth Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Yr's EPS (F0) Before NRI,Last Reported Fiscal Yr ,12 Mo Trailing EPS,Earnings ESP (Expected Surprise Prediction),% Change F2 Est. (4 weeks),% Change F1 Est. (4 weeks),% Change Q2 Est. (4 weeks),St. Dev. F1 / F1 Consensus,F2 Consensus Est.,Beta,% Price Change (1 Week),% Price Change (12 Weeks),52 Week Low,Price as a % of 52 Wk H-L Range,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),Rank in Industry (of ABR),Industry Rank (of ABR),% Price Change (YTD),Avg Volume,Shares Outstanding ,Average Target Price,Market Cap ,Q0 Consensus Est. (last completed fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Q1 Consensus Est. ,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,Relative Price Change,% Price Change (4 Weeks),% Rating Change - 4 Weeks,% Rating Strong Sell or Sell,% Rating Hold,Exchange,% Rating Strong Buy or Buy,Current Avg Broker Rec,Last Close,52 Week High,% Rating Upgrades ,% Rating Downgrades ,Change in Avg Rec ,Long-Term Growth Consensus Est.,Annual Sales,Net Income ,Pretax Income ,EBIT ,Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,Cash Flow ,12 Mo. Net Income Current-1Q/Last-1Q %,Div. Yield %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,EBITDA ,Cost of Goods Sold,Current ROI (TTM),Last Yrs Growth (F[0] / F [-1]),P/E (Trailing 12 Months),P/E (F1),P/E (F2),Price/Cash Flow,PEG Ratio,Price/Book,Market Value/# Analysts,Current ROA (TTM),ROI (5 Yr Avg),ROA (5 Yr Avg),Current ROE (TTM),Net Margin,Operating Margin 12 Mo,Turnover,Cash Ratio,5 Yr. Hist. EPS Growth,% Ratio of Q1/prior Yr Q1 Actual Q(-3),This Yr`s Est.d Growth (F(1)/F(0)),Current Ratio,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. (Mil.),Q(1) Consensus Sales Est. (Mil.),% Ratio of Q1/Q0,% Change EPS (F(-1)/F(-2)),Quick Ratio,Price/Sales,Debt/Equity Ratio,Inventory Turnover,Asset Utilization,Receivables ,Inventory ,Intangibles,Current Assets ,Current Liabilities ,Long Term Debt ,Preferred Equity,Common Equity,Book Value,Debt/Total Capital,# of Brokers in Rating,
QUICKSILVER RES,KWK,-.28,,0,-33.33,-2.08,-.07001,-.07,-.19,20131231,-.23,28.57,8.65,6.67,12.5,-.21429,-.28,1.43,-3.96,-62.4,.91,2.24,5.45,9,96,57,-68.4,4239112.5,179.98,2.31,174.58,-.07,-.52,-.07,-.07,-.41,-.19,-70.55,-18.49,-1.61,37.5,50,NYSE,12.5,3.5,.97,3.58,0,0,0,,561.56,161.61,176.16,428,106.86942,88.59,29.177,108.40834,0,0,,0,490.60998,312.73999,-4.45,-171.43,,,,5.89,,,29.09616,-3.14,.72444,.73765,,.29,-8.26,7.73229,2.48772,-72.98,130,-47.37,1.29,-20.8,-10.6,448.88598,112.466,92.86,88.59,2.92,.37,-1.62,,.38021,58.63999,0,0,393.95999,134.78999,1988.93994,0,-1005.96998,-6.26,,8,
QUAKER CHEMICAL,KWR,4.1,0,1.83,2.15,2.85,1.11,1.11,3.84,20131231,3.95,,2.06,.47,-.59,.01973,4.71,2.05,-.21,-3.56,66.71,55.17,-2.75,2.51,7,171,-2.92,41900.8,13.24,91.5,990.77,1.09,.02,1.05,.99,.06,3.73,-9.5,-4.36,16.66,0,33.33,NYSE,66.67,1.67,74.82,81.41,0,0,-.33,10,729.4,56.33,72.81999,75.73999,18.83966,3.01,66.44599,16.36447,1.6,2.47,2.02629,.99,91.51999,468.32,14.23,5.21,18.94,18.26,15.89,14.85,1.83,2.71,330.25534,8.94,13.46399,7.9976,15.02,.08,7.05,4.2515,.70057,21.38,115.75,6.68,2.87,2.99,11.77,768,,94.89,3.01,1.97,1.34,.07,6.2434,1.26699,165.61999,71.55,89.41999,328.83999,130.85,17.31999,0,345.02999,27.57,6.3213,3,
KYOCERA CP ADR,KYO,2.14,-81.02,,,,.52999,.53,2.35,20140331,2.29,,-11.37,-12.65,,,2.26,1,-1.31,-3.48,43.27,27.64,,,32,88,-7.1,8112.85,366.87,49.52,17088.67,,,,,,2.31,-13.4,-1.52,0,0,100,NYSE,0,3,46.58,55.24,0,0,0,4.74,14052,950.14001,1462.68005,1482.13,16.59017,10.79,1623.51,-7.91729,2.3,1.57,10.112,1.0697,2243.63989,10684.65039,4.23,22.08,20.34,21.77,20.61,10.53,4.59,.87,17088.66601,3.21,4.6349,3.59249,4.27,.07,5.89,5.6998,2.3785,-7.06,,-8.94,4.25,3.19,4.95,,,,10.79,3.15,1.2,.01,3.1361,.54565,2527.87988,3358.02001,1759.57995,13674.3496,3274.51,194.66,0,19872.25976,53.41,.94885,1,
KYTHERA BIOPHRM,KYTH,-3.44,0,-3.61,-8.57,2.1,-.86001,-.86,-2.71,20131231,-2.9,,-18.65,.1,-2,-.00412,-3.23,-.41,-5.56,-14.2,30.44,13.27,-2.72,-.45,39,10,-9.42,130830.15,22.67,56.4,767.03,-.83,-.1,-.93,-1.02,-.15,-2.76,-15.56,-8.47,0,0,0,NSDQ,100,1,33.83,55.98,0,0,0,15,19.69,-51.91,-51.91,-49.93001,-41.09813,-88.23,-50.781,-143.47216,0,,,0,-48.8,0,-52.9,-3.44,,,,,,7.7,383.514,-46.35,,,-61.37,,,,9.85608,,149.46,-26.94,9.81,51.67,,,,107.75,-88.23,9.86,,.25,,,0,0,0,173.27,17.57999,5.96999,0,149.83,4.39,19.979,3,
KAZAKHMYS LTD,KZMYY,.11,,,,,,,.58,20131231,,,-5,-15.39,,,.19,-.34,0,0,1.48,88.39,,,39,29,50.61,235,893.35,,2206.58,,,,,,.09,40.4,5.11,0,0,100,OTC,0,3,2.47,2.6,0,0,0,,3099,-2032,-681,-557,11.26637,,588,,0,1.36,-10.85201,.035,-557,2110,,23.4,,22.45,13,3.75,,.52,2206.58398,,,,,-.66,,,3.06661,,,-81.03,3.82,-7.58,,2842,,,,3.31,,,3.26629,,294,610,52,4587,1201,2608,0,4221,4.72,38.18999,2,
LOEWS CORP,L,2.9,,17.91,-9.33,12.27,.79,.79,3.28,20131231,3.23,-11.94,.87,-1.02,-4.1,.01724,3.48,1.01,-.9,-5.29,41.73,4.28,1.73,-8.22,19,146,-12.83,1157823.75,381.11,50,16025.59,.67,.1,.67,.78,.08,2.79,-18.74,-3.71,0,0,66.67,NYSE,33.33,2.33,42.05,49.2,0,0,0,,15053,595,1429,1871,4.75352,-60.52,2758,-6.99775,.59,.63,0,.3125,3354,5947,3.56,34.43,13.02,14.5,12.1,5.9,,.64,5341.86425,1.54,3.7955,1.5851,4.98,.04,8.35,1.6976,.18018,-3.18,79.76,-11.59,.42,3.44,1.19,13812.95996,,84.81,-60.52,.42,1.07,.39,,.18423,9361,0,357,16456,39377,10006,0,24906,65.6,27.934,3,
MULTI-COLOR,LABL,2.9,,39.66,13.33,8.94,.81,.81,2.14,20140331,2.47,,0,0,0,,3.25,1.01,-1.54,12.36,31.1,86.49,0,0,1,193,20.4,65756.6,16.49,44,749.12,.58,,.73,.65,,2.15,12.24,.26,0,0,0,NSDQ,100,1,45.44,47.68,0,0,0,,706.43,28.21999,44.25,66.01999,-6.86469,19.87,75.425,-6.85148,.44,1,0,.2,105.88999,574.36999,5.83,5.94,18.4,15.67,13.98,9.88,,2.37,749.12402,4.43,6.09889,4.6729,13.79,.04,5.54,6.26109,.2013,17.19,119.67,35.51,1.37,7.07,28.77,806.40002,208.39999,90.12,19.87,1,1.01,1.34,10.92899,.79949,125.63999,56.29,547.63,213.41999,156.42999,435.54998,0,297.73999,19.14,57.32799,1,
LITHIA MOTORS,LAD,5.05,0,7.2,7.29,5.93,1.34,1.34,3.99,20131231,4.48,,0,0,0,.01032,6.4,2.27,-5.47,-18.89,54.17,53.01,0,0,3,231,10.26,283228.16,26.12,100.67,1999.07,1.25,.01,1.39,1.29,.03,3.93,2.78,-13.61,0,16.67,0,NYSE,83.33,1.72,76.54,96.37,0,0,0,25,4005.75,106,165.77999,186.5,31.90641,33.9,124.649,26.92882,.84,1.07,35.67699,.38999,206.52999,3374.79003,14.77,34.8,17.08,15.16,11.96,15.9,.61,3.38,333.17868,6.68,8.5486,4.3684,21.48,.03,2.68,25.67499,.05962,67.47,123.45,26.57,1.21,20.78,24.09,5250.52001,1289.98999,104.1,33.9,.26,.45,.44,4.19619,2.49359,170.50999,859.01,120.70999,1081.54003,872.51,245.47,0,534.71997,22.66,30.589,6,
LADDER CAP CP-A,LADR,1.29,0,-2.86,0,,.34,.34,1,20131231,,0,-1.96,-5.15,-8.11,,1.5,,2.99,5.25,16.64,96.46,0,-9.38,12,26,,138567.16,50.6,20.85,993.72,.35,,.29,.34,,,,5.03,0,0,16.67,NYSE,83.33,1.5,19.64,19.75,0,0,0,10,72.83,189.83,192.46,192.46,11.9941,,274.66,,0,,,0,278.39001,0,,,,15.23,13.09,20.45,1.52,.68,993.72497,,,,,2.61,,,1.66552,,,,18.12,-76.43,,327.94,89.55999,85.29,,17.11,,1.05,,,994.53997,0,0,1101.80004,64.4,1605.05004,1116.82995,68.4,29,51.25299,6,
LAMAR ADVER CO,LAMR,.96,0,-14.29,-28.57,.68,.3,.3,.52,20131231,.75,13.16,-7.04,-16.34,-26.35,.02756,1.6,2.33,-4.37,-7.39,45.6,40.94,-8.7,3.78,10,46,-6.2,1060662.38,95.28,56,4669.58,.35,.13,.38,.35,.11,.51,-12.56,-6.19,0,9.09,45.45,NSDQ,45.45,2.18,49.01,53.93,0,0,0,4,1245.84,40.13,62.97999,209.25,408.61853,15.34,364.703,69.20616,6.77,.05,,0,524.48999,436.83999,2.55,33.33,65.35,51.05,30.59,12.72,12.76,5.26,1556.52502,2.06,.27042,.197,7.71,.03,5.66,7.321,.49036,166.2,202.11,84.62,1.41,5.32,4.15,1284.59204,332.94799,128,15.34,1.15,3.71,2.16,,.3641,161.74,0,1922.93005,282.04998,245.35,1882.85998,0,932.94,9.31,68.346,11,
LANCASTER COLON,LANC,3.8,,24.14,-14.15,2.25,.75999,.76,3.96,20140630,3.8,,,0,,,,.49,-2.27,-11.1,77.18,37.63,,,44,134,-2.95,115476.05,27.34,,2338.77,1.16,,,,,4.1,-9.53,-2.57,0,0,100,NSDQ,0,3,85.55,99.42,0,0,0,,1041.07,74.98,153.27,153.27,-31.36214,-31.36,121.386,-27.87919,2.06,2.13,9.56229,1.72,173.66999,792.5,19.77,-.25,22.51,22.51,,19.27,,4.42,2338.76611,16.17,21.14999,17.29899,19.77,.07,9.25,15.51399,3.40205,.25,,-4.04,5.32,-10.71,2.38,,,,-31.36,4.24,2.08,0,9.1139,1.74769,57.79999,74.51,95.20999,367.29,69.06999,0,0,528.59002,19.33,0,1,
GLADSTONE LAND,LAND,.32,,-22.22,-28.57,-36.66,.07,.07,.16,20131231,.19,,0,0,0,.1432,.47,.37,-2.89,-3.03,11.02,29.6,0,0,16,189,-21.05,17153.85,6.53,16,83.52,.09,,.1,.1,,.19,-26.4,4.32,0,0,25,NSDQ,75,1.5,12.79,17,0,0,0,,4.04,-1.22001,.28999,1.39999,-303.33335,-647.4,-.54501,-371.36661,2.81,,,1.15999,2.07999,.31,-1.78,-58.97,67.32,39.97,27.5,,,1.78,27.83966,-1.73,,,-3.2,-.3,-30.21,,15.55045,,333.33,100,6.73,19.08,,,,142.86,-647.4,15.55,15.95,.94,,.05741,0,0,.31,16.95,1.09,43.15,0,48.50999,7.21,48.512,4,
LAYNE CHRISTENS,LAYN,-2.49,0,-22.92,-302.86,-155.45,-.59,-.59,-3.34,20140131,-3.56,0,-33.68,-28.19,-405.56,-.10224,.32,.82,2.11,-20.43,10.45,2.18,0,-171.05,10,196,-37.53,312495.06,19.74,12,210.63,-.48,-.25,-.26,-.14,-.95,-2.97,-41.76,-8.73,0,0,100,NSDQ,0,3,10.67,20.52,0,0,0,8,859.28,-128.63001,-80.88,-72.01001,-250.96863,1.9,-2.182,-106.58618,0,0,,0,-8.78,711.78997,-17.83,-6780,,,33.34,,,1,105.313,-10.7,-1.323,-.70169,-25.97,-.15,-8.68,6.9207,.84093,1.45,26.55,25.45,1.53,-20.11,-.94,815.98999,220.55999,43.64,1.9,1.38,.26,.61,14.65699,1.2328,105.77999,46.65,14.06,316.85,195.52,108.3,0,290.70001,10.67,38.069,4,
LAZARD LTD,LAZ,2.92,0,16.36,10.91,23.42,.63999,.64,2.01,20131231,2.52,,0,0,0,.04659,3.41,1.89,-5.2,.16,35.48,81.83,-1.37,0,29,155,13.46,609403.13,129.77,56.4,6672.57,.55,.03,.65,1.07,.07,1.8,5.77,-4.64,0,0,37.5,NYSE,62.5,1.88,51.42,54.96,0,0,0,12,2064.73,160.21,216.8,216.8,90.04744,272.64,623.51501,203.01817,2.33,2.09,22.63899,.75,571.70001,0,20.2,39.58,20.41,17.6,15.08,10.64,1.47,11.77,1112.0946,11.32,10.72799,6.58099,56.12,.08,14.93,4.2792,1.42922,38.9,140.76,45.36,1.83,4.77,4.62,2316.30004,562.90002,101.17,272.64,2.07,2.95,1.88,,.75809,512.66998,0,363.86999,1661.07995,803.52001,1064.18005,0,629.98999,4.37,65.22399,8,
L BRANDS INC,LB,3.19,0,1.61,3.92,4.68,.62999,.63,3.05,20140131,3.12,6.45,.16,.15,.17,.01719,3.6,1.16,.38,10.12,50.87,97.96,.3,.66,25,126,7.11,1322337.63,292.35,63.83,19368.25,.62,.05,.31,1.73,.02,3.02,-.15,3.87,-2.1,8.7,34.78,NYSE,56.52,2.07,66.25,66.57,0,0,.09,12.09,10773.2,903,1446,1760,19.92031,14.97,1271.02099,19.00532,2.05,2.36,21.343,1.5,2128,6344,22.15,4.45,21.23,20.77,18.4,15.13,1.72,,1139.30908,13.55,18.03899,11.366,,.08,8.38,47.14599,.95345,23.91,98.93,4.57,1.71,3.01,5.24,11300.95605,2271.83691,48.68,14.97,1.09,1.75,-9.46,5.11959,1.6159,244,1165,1729,3150,1826,4761,0,-369,-1.72,,23,
LAKELAND BANCRP,LBAI,.82,,0,-4.76,-1.19,.2,.2,.77,20131231,.77,,0,0,0,.01855,.89,1.23,-.5,-9.09,9.61,16.08,6.61,0,20,182,-15.12,46000.1,37.91,12.33,379.14,.2,.03,.22,.22,.05,.74,-20.87,-4.58,0,0,33.33,NSDQ,66.67,2,10,12.04,0,0,0,,135.16,24.95999,37.40999,40.97,14.8114,29.44,35.82899,23.5157,3,2.61,12.83399,.27142,49.66999,6.07999,5.7,6.58,12.96,12.15,11.28,10.58,,.98,126.38,.88,3.7414,.59182,8.31,.18,21.32,.05604,.0368,16.37,113.75,6.73,.95,4.08,-3.15,132.89999,33.7,108.33,29.44,.91,2.73,.59,8.6104,.04124,2447.79003,1.2,112.38999,2551.71997,2791.18994,160.22999,0,351.42001,10.19,36.914,3,
LION BIOTECH,LBIO,-.46,,,,,,,,20131231,,,0,1.09,0,-.13987,-.53,4.66,-6.67,8.53,3.49,45.53,0,0,39,10,-33.33,42234.85,27.23,17.5,190.58,-.11,-.12,-.12,-.13,-.22,-.73,-37.85,6.06,0,0,0,OTC,100,1,7,11.2,0,0,0,,,-25.38,-25.38,-24.94001,-669.09089,-1413.77,-25.373,-1959.44068,0,0,,0,-24.93301,0,-208.8,,,,,,,9.04,95.291,-178.53,,-2739.07007,-208.8,,,,8.77876,,,37.24,16.1,,,,,,-1413.77,8.78,,0,,,0,0,0,19.84,2.25999,0,0,17.6,.77,0,2,
LIBERATOR MEDIC,LBMH,,,-20,-25,,.03999,.04,.14,20130930,.15,,,,,,,.72,-7.84,-25,1.93,22.19,0,,,,-32.37,191455.75,52.97,8,149.39,.05,,,,,,-36.96,-6,0,0,0,AMEX,100,1,2.82,5.94,0,0,0,,69.11,7.07,11.67,11.75,182.8,45.71,16.478,93.33813,4.26,.78,,.07999,21.14999,25.68,24.75,180,18.8,,,8.96,,4.68,,15.72,19.26799,10.678,25.95,.1,11.1,8.12259,1.61378,,,,2.8,13.4,22.07,,,,45.71,2.47,2.07,.05,11.819,1.4167,7.82999,2.18,.40999,24.76,9.14,1.5,0,29.82999,.6,4.49779,1,
LIBERTY GLBL-A,LBTYA,-.25,-8.08,-92.31,-185.71,-83.03,.00999,.01,.21,20131231,.52,0,-10.16,-1733.33,-20,-.72156,.57,1.16,0,-2.34,38.49,9.71,,-17.65,5,108,-51.14,3554393.25,779.43,54.25,33897.54,.13,,.14,.16,,-2.07,-54.45,.65,-6.67,0,20,NSDQ,80,1.6,43.49,89.98,0,0,0,25.6,14474.2,-963.90003,-526.5,1760.40002,-398.60596,-249.44,4420.20019,-400.28827,0,0,,0,6114.7998,5417.70019,.34,-73.42,83.64,,75.64,3.89,,3.15,16948.77148,.27,-.02231,-.01364,1.64,-.07,1.02,11.74499,.50682,-22.1,155.56,-216.67,.43,40.38,9.01,18330.60937,4474.95019,1400,-249.44,.71,1.89,3.77,,.2698,1588.69995,0,29544.19921,5482.60009,7683,43680.89843,0,11541.5,13.73,79.052,5,
LIBBEY INC,LBY,2.52,,37.84,,,1.01999,1.02,2.05,20131231,2.05,,0,0,0,,2.81,.8,.97,.26,19.52,86.28,0,0,2,170,28.57,47919.95,21.62,40,583.63,.74,,.71,.67,,,19.86,-1.17,0,0,0,AMEX,100,2,27,28.19,0,0,0,,822.16,28.45,41.7,73.69999,308.76437,-146.99,88.611,177.6762,0,0,,0,117.66,634.80999,8.62,-8.07,13.17,10.71,9.61,6.49,,5.36,583.63201,5.5,4.88609,2.93639,41.46,.03,5.45,8.77149,.39882,45.3,215.15,22.93,1.99,-.76,2.06,853.80999,216.42999,69.61,-146.99,.96,.7,4.12,3.77509,1.00999,94.54,163.11999,186.69999,324.70999,168.11999,406.51,0,130.8,5.04,80.47499,1,
LANNETT INC,LCI,2.7,-22.22,1.59,5,7.33,.63999,.64,1.98,20140630,1.95,0,,15.86,15.52,.04756,3,1.14,4.82,-14.73,17,74.88,21.36,23.12,111,8,28.7,715251.31,35.68,48.25,1520.14,.63,.1,.76,.67,.03,1.89,19.98,8.26,0,0,40,NYSE,60,1.8,42.6,51.19,0,0,0,17.5,273.77,57.09999,90.01999,90.15,329.00073,328.78,75.68099,232.42906,0,0,,0,96.12999,119.36,29.27,360.47,21.85,15.76,14.2,20.02,.9,5.14,506.71264,25.45,8.55609,6.7465,29.55,.21,25.5,5.3453,3.39178,38.25,346.97,36.53,5.65,81.24,13.52,353.26599,90.23799,119.27,328.78,4.7,5.55,0,3.0513,.99839,61.31999,44.84,.92,265.54,46.99,1,0,294.76,8.29,.3381,5,
LCNB CP,LCNB,1.1,,0,-48.15,,.28,.28,1.1,20131231,.99,,0,0,0,,1.25,-.07,.85,-8.31,14.95,6.79,0,0,2,182,-14.16,6333.25,9.3,19,142.65,.28,,.29,.3,,,-19.98,.46,0,0,0,NSDQ,100,1,15.34,20.69,0,0,0,,42.59,8.77999,11.72,12.18,6.16685,6.88,10.98999,8.4704,4.17,4.77,0,.63999,14.39,3.59999,6.9,-9.84,15.49,13.94,12.27,12.96,,1.16,142.647,.83,8.31989,1.01999,7.62,.21,19.19,.0719,.01833,-2.37,96.67,0,.7,9.23,-1,44.34999,11.22999,103.57,6.88,.73,3.17,.09,,.04328,570.76,0,14.18,585.45001,801.35998,12.1,0,118.87,13.19,8.57699,1,
LIFETIME BRANDS,LCUT,,,,,,-.23001,-.23,1.11,20131231,.87,,,,,,,.92,-1.6,-.56,13.93,38.55,,,,,1.72,25817.8,13.6,25,217.58,,,,,,,-5.18,-8.88,0,0,0,NSDQ,100,1,16,19.3,0,0,0,,502.72,9.27999,23.22999,28.06999,-55.68291,-75.62,25.436,-63.18592,.94,.57,15.276,.11874,39.00999,315.45001,3.96,-11.9,18.39,,,8.01,,1.16,,2.94,5.91169,4.1525,6.23,.02,2.09,6.47709,.2111,6.09,,,3.65,3.26,4.83,,,,-75.62,1.47,.4,.74,2.54749,1.4038,87.20999,112.79,55.13999,214.66999,69.48999,65.91,0,180.89999,13.85,42.40499,1,
LADBROKES PLC,LDBKY,.18,-4.52,,,,,,.19,20131231,,,-6.25,-5.26,,,.15,1.46,-2.06,-12.86,2.12,1.88,,,25,144,-27.63,61368.9,922.55,2.44,1969.64,,,,,,.18,-32.53,-4.69,0,0,100,OTC,0,3,2.135,3.18,0,0,0,6.12,1748.98,104.83999,105.77999,105.77999,-65.24334,,278.36898,,3.15,4.23,10.10599,.1202,207.16999,1463.07995,,-44.12,,11.86,14.23,7.05,1.94,2.93,1969.64001,,,,,.06,,,.12985,,,-5.26,.42,1.75,,1971.29003,,,,.42,,,,,82.93,0,1205.98999,120.48,289.17001,660.34002,0,670.20001,.73,49.629,2,
LEIDOS HOLDINGS,LDOS,2.23,0,-1.61,11.11,608.48,.61,.61,1.56,20140131,2,0,-7.53,-11.41,-23.4,.03132,2.5,.82,-3.44,-10.68,33.21,4.34,-.65,-18.71,13,143,-25.68,665080.13,74.04,40.33,2558.01,.62,.08,.53,.5,.05,1.04,-30.72,-9.06,0,16.67,83.33,NYSE,0,3.33,34.55,64.12,0,0,0,8,5772,164,88,171,-68.76191,-187.59,210.1,-74.84277,3.7,1.61,,1.6,252,5006,5.72,-74.68,17.27,15.48,13.8,14.08,1.93,2.7,639.50323,3.93,12.432,7.89489,10.93,.03,2.99,4.81059,.44598,-13.8,230.43,43.11,1.73,-48.34,-8.32,5074.60009,1248,86.89,-187.59,1.52,.48,1.39,17.204,1.315,1088,256,1798,1794,1009,1331,0,1595,12.8,58.136,6,
LANDAUER INC,LDR,1.71,,-126.19,23.81,-4.45,-.11,-.11,3.83,20130930,1.77,,0,0,,.00414,1.93,.8,-2.74,-19.71,34.13,0,0,0,16,145,-35.13,60288,9.55,37,325.98,.42,,.71,,,2.12,-39.52,-8.06,0,0,100,NYSE,0,3,34.13,53,0,0,0,,150.2,4.82999,4.48,8.65999,-74.93514,-555.5,74.053,-83.46945,6.45,3.95,.65514,2.2,46.27999,71.01999,8.54,41.33,19.28,20.02,17.68,4.39,,12.36,162.988,6.5,21.259,13.057,29.37,.03,11.17,4.25409,.45152,-4.51,68.93,-55.48,1.54,-1.44,11.2,156.014,43.98899,-645.45,-555.5,1.4,2.15,5.24,8.94859,.58188,38.40999,9.52999,127.38999,66.29,40.63999,142.77999,0,69.62,2.76,83.97899,2,
LDR HOLDING,LDRH,-.69,0,40,21.05,-2.62,-.09001,-.09,-1.19,20131231,-1.17,,0,0,0,-.01033,-.59,,11.6,20.68,19.35,56.94,,0,6,20,30.81,172376.45,25.97,32.74,801.57,-.15,,-.21,-.23,,-.8,21.94,9.74,0,0,0,NSDQ,100,1.2,30.87,39.58,0,0,0,20,111.59,-27.93001,-26.26001,-22.99,-187.93816,-180.14,-6.738,-301.29026,0,,,0,-18.97,17.94,-32.06,-357.69,,,,,,7.07,400.785,-21.47,,,-47.79,-.25,-21.23,5.79479,1.32597,,72.41,42.44,4.56,22.74,,134.8,31.39999,233.33,-180.14,1.79,6.41,.18,1.05519,1.01129,22.19,17.69,9.68999,102.93,47.54999,2.75,0,77.66999,4.37,15.402,5,
